x,y,class,gene,nucleus
5411.56,2338.77,Other,Other,Cytoplasmic
696.06,4113.48,Other,Other,Nuclear
6970.88,1014.12,Fibroblast / stroma,LUM,Nuclear
3231.37,4991.83,Other,Other,Nuclear
1299.57,1551.21,Immune,Other,Nuclear
452.19,3742,Tumour epithelial,ERBB2,Cytoplasmic
3926.85,3985.5,Other,Other,Nuclear
3462.59,1334.88,Immune,Other,Nuclear
167.64,2446.28,Other,Other,Cytoplasmic
685.75,3887.95,Other,POLR2J3,Cytoplasmic
6713.43,2572.1,Other,SCD,Cytoplasmic
752.34,2176.29,Other,Other,Nuclear
1274.39,2168.24,Other,Other,Nuclear
5306.64,3017.69,Tumour epithelial,FOXA1,Nuclear
5011.92,3984.49,Immune,Other,Nuclear
4513.65,536.06,Other,CCND1,Nuclear
1661.62,2036.38,Tumour epithelial,KRT7,Cytoplasmic
4787.19,2036.64,Tumour epithelial,ANKRD30A,Cytoplasmic
3521.98,1488.08,Tumour epithelial,ERBB2,Nuclear
2927.09,3484.99,Fibroblast / stroma,LUM,Cytoplasmic
1032.77,2599.9,Tumour epithelial,FOXA1,Cytoplasmic
3108.39,1222.1,Tumour epithelial,FOXA1,Cytoplasmic
3394.55,2601.68,Other,Other,Cytoplasmic
388.33,3595.33,Other,Other,Nuclear
2710.2,496.73,Tumour epithelial,Other,Cytoplasmic
6903.19,3225.56,Tumour epithelial,Other,Cytoplasmic
5966.54,600.95,Immune,Other,Cytoplasmic
3003.14,2834.85,Fibroblast / stroma,Other,Nuclear
1511.74,1180.52,Other,Other,Nuclear
2684.89,1057.16,Tumour epithelial,KRT7,Cytoplasmic
7012.83,986.05,Other,Other,Cytoplasmic
6943.57,3333.94,Other,Other,Nuclear
6656.24,2615.9,Tumour epithelial,TACSTD2,Nuclear
6445.12,3581.11,Tumour epithelial,GATA3,Cytoplasmic
6941.13,162.64,Fibroblast / stroma,Other,Cytoplasmic
5620.94,296.75,Tumour epithelial,TACSTD2,Nuclear
1165.3,506.93,Other,Other,Nuclear
6193.57,2012.85,Other,Other,Cytoplasmic
1361.75,3616.27,Adipocyte,Other,Cytoplasmic
6339.47,5067.02,Adipocyte,Other,Nuclear
5047.68,1035.16,Immune,Other,Cytoplasmic
6009.47,3308.99,Fibroblast / stroma,Other,Cytoplasmic
5685.8,1993.55,Myoepithelial / muscle,Other,Cytoplasmic
5175.34,2584.15,Fibroblast / stroma,Other,Cytoplasmic
4405.34,3952.74,Other,Other,Nuclear
6051.03,3779.7,Endothelial / vascular,Other,Cytoplasmic
1796.17,2088.38,Tumour epithelial,ERBB2,Nuclear
377.39,1846.44,Immune,Other,Nuclear
6656.57,2650.88,Other,Other,Nuclear
5189.34,1013.61,Fibroblast / stroma,POSTN,Cytoplasmic
2001.16,5123.02,Other,Other,Nuclear
2607.38,1264.33,Tumour epithelial,Other,Nuclear
2121.09,3419.8,Other,CCND1,Cytoplasmic
6665.9,402.68,Other,CCND1,Cytoplasmic
1927.68,1078.52,Immune,Other,Cytoplasmic
62.2,3430.41,Other,Other,Cytoplasmic
560.13,4885.88,Fibroblast / stroma,POSTN,Cytoplasmic
5541.72,901.47,Tumour epithelial,Other,Nuclear
6717.08,4772.11,Tumour epithelial,Other,Nuclear
3533.01,2509.9,Other,Other,Nuclear
3079.01,1339.56,Tumour epithelial,Other,Nuclear
5162.79,3955.08,Fibroblast / stroma,POSTN,Cytoplasmic
5076.12,3543.55,Other,Other,Cytoplasmic
2845.46,5111.56,Fibroblast / stroma,Other,Nuclear
3388.86,1825.36,Tumour epithelial,KRT7,Cytoplasmic
1331.43,216.05,Other,Other,Cytoplasmic
1471.33,3386.85,Other,SCD,Cytoplasmic
4687.94,2843.89,Other,Other,Cytoplasmic
7065.85,5405.58,Other,Other,Nuclear
2116.83,3903.94,Other,Other,Cytoplasmic
740.74,4098.35,Other,Other,Nuclear
6514.57,1711.01,Other,Other,Cytoplasmic
5318.69,1293.64,Endothelial / vascular,Other,Cytoplasmic
1503.42,3784.42,Other,Other,Nuclear
423.08,4722.44,Other,Other,Nuclear
7159.93,5256.94,Tumour epithelial,KRT7,Nuclear
3500.88,4605.44,Other,Other,Nuclear
5135.18,1379.29,Tumour epithelial,Other,Nuclear
3708.59,4627.11,Fibroblast / stroma,Other,Cytoplasmic
7034.9,776.46,Immune,Other,Cytoplasmic
7042.98,3069.37,Tumour epithelial,TACSTD2,Cytoplasmic
4718.88,5077.29,Immune,Other,Cytoplasmic
5989.71,4427.14,Immune,Other,Cytoplasmic
5818.65,1106.57,Tumour epithelial,GATA3,Cytoplasmic
7506.04,3888.99,Fibroblast / stroma,POSTN,Cytoplasmic
7025.83,2596.7,Other,Other,Cytoplasmic
1378.41,1517.16,Myoepithelial / muscle,Other,Cytoplasmic
1101.75,3079.58,Tumour epithelial,Other,Nuclear
5320.82,3212.34,Tumour epithelial,Other,Cytoplasmic
999.96,3383.87,Other,Other,Cytoplasmic
3488.21,2451.76,Other,Other,Cytoplasmic
6442.02,2921.26,Immune,Other,Cytoplasmic
2274.23,3047.35,Other,Other,Cytoplasmic
2610.7,3535.6,Fibroblast / stroma,Other,Cytoplasmic
384.16,2012.64,Other,Other,Cytoplasmic
7073.19,882.71,Fibroblast / stroma,Other,Cytoplasmic
1535.87,1382.28,Fibroblast / stroma,Other,Nuclear
7084.78,4027.03,Endothelial / vascular,Other,Cytoplasmic
3344.16,2672.87,Fibroblast / stroma,POSTN,Nuclear
3175.79,1725.09,Other,Other,Nuclear
591.67,4587.82,Fibroblast / stroma,Other,Nuclear
7411.19,2243.43,Tumour epithelial,Other,Cytoplasmic
3966.67,1972.86,Fibroblast / stroma,Other,Cytoplasmic
6262.32,1731.09,Fibroblast / stroma,Other,Nuclear
539.33,2669.32,Tumour epithelial,Other,Nuclear
2934.51,2186.41,Other,Other,Cytoplasmic
5685.42,4367.22,Immune,Other,Nuclear
2933.16,1500.7,Other,Other,Cytoplasmic
636.36,2098.83,Other,Other,Cytoplasmic
7259.38,4992.53,Tumour epithelial,GATA3,Nuclear
1135.71,1097.6,Other,Other,Cytoplasmic
6591.36,3119.43,Fibroblast / stroma,Other,Cytoplasmic
813.69,4171.53,Other,CCND1,Cytoplasmic
394.61,4722.39,Immune,Other,Nuclear
1440.99,3205.32,Other,Other,Nuclear
7393.49,5314.37,Myoepithelial / muscle,Other,Cytoplasmic
788.4,4890.11,Other,Other,Cytoplasmic
922.52,3703.5,Other,Other,Cytoplasmic
485.57,342.87,Fibroblast / stroma,LUM,Nuclear
930.84,4095.16,Tumour epithelial,GATA3,Cytoplasmic
112.21,4526.97,Adipocyte,Other,Nuclear
5712.1,3928.14,Tumour epithelial,ERBB2,Cytoplasmic
1726.48,665.6,Other,Other,Cytoplasmic
4224.26,483.08,Tumour epithelial,Other,Nuclear
7219.04,2920.3,Tumour epithelial,Other,Cytoplasmic
7043.15,1437.99,Fibroblast / stroma,POSTN,Cytoplasmic
2084.62,3378.36,Other,POLR2J3,Nuclear
3469.5,1325.67,Other,Other,Cytoplasmic
3739.2,4096.32,Other,Other,Cytoplasmic
7211.4,4865.54,Fibroblast / stroma,Other,Cytoplasmic
3852.83,3123.22,Immune,Other,Cytoplasmic
4304.35,2723.81,Other,Other,Cytoplasmic
2484.78,5459.3,Fibroblast / stroma,LUM,Nuclear
718.6,4926.57,Fibroblast / stroma,LUM,Nuclear
6509.91,2565.48,Other,Other,Cytoplasmic
1850.28,1120.2,Immune,Other,Cytoplasmic
7248.13,994.35,Tumour epithelial,ERBB2,Nuclear
5614.97,652.32,Other,Other,Nuclear
295.06,4165.58,Tumour epithelial,TACSTD2,Nuclear
1373.97,4703.11,Other,Other,Nuclear
6902.21,1768.02,Other,Other,Cytoplasmic
3556.84,1602.94,Tumour epithelial,Other,Cytoplasmic
4635.74,3670.66,Fibroblast / stroma,Other,Cytoplasmic
542.49,2337.63,Tumour epithelial,FOXA1,Nuclear
297.99,1619.99,Myoepithelial / muscle,Other,Nuclear
768.92,2710.17,Other,CCND1,Cytoplasmic
2635.18,1621.74,Tumour epithelial,Other,Nuclear
5475.93,2104.48,Other,Other,Cytoplasmic
6551.45,884.64,Immune,Other,Nuclear
126.6,4858.28,Tumour epithelial,ERBB2,Cytoplasmic
1050.32,1405.91,Other,Other,Nuclear
2788.72,1620.7,Endothelial / vascular,Other,Cytoplasmic
6398.7,3388.44,Myoepithelial / muscle,Other,Cytoplasmic
2053.23,2000.21,Other,Other,Cytoplasmic
1506.36,4778.42,Other,CCND1,Cytoplasmic
1187.29,1928.59,Tumour epithelial,GATA3,Cytoplasmic
426.32,429.55,Tumour epithelial,Other,Cytoplasmic
7451.7,3144.32,Tumour epithelial,Other,Nuclear
1865.01,535.15,Other,Other,Cytoplasmic
1515.42,2543.4,Immune,Other,Nuclear
1277.06,59.15,Tumour epithelial,ERBB2,Nuclear
3944.24,1809.58,Fibroblast / stroma,Other,Cytoplasmic
1027.02,3814.36,Tumour epithelial,ANKRD30A,Nuclear
2336.92,3755.67,Fibroblast / stroma,Other,Cytoplasmic
2686.98,3474.03,Immune,Other,Nuclear
6726.26,2223.52,Fibroblast / stroma,LUM,Cytoplasmic
2220.31,559.02,Myoepithelial / muscle,Other,Nuclear
392.17,213.5,Other,Other,Nuclear
2139.13,2079.85,Other,Other,Cytoplasmic
1481.92,1687.75,Other,Other,Nuclear
7140.18,3978.31,Fibroblast / stroma,POSTN,Cytoplasmic
6408.16,4732,Other,Other,Cytoplasmic
3605.34,4248.02,Tumour epithelial,ERBB2,Cytoplasmic
5767.94,3672.68,Other,Other,Cytoplasmic
1692.32,1251.58,Other,SCD,Nuclear
3837.09,1960.99,Immune,Other,Nuclear
1240.78,2682.33,Other,Other,Nuclear
1434.47,5301.28,Immune,Other,Nuclear
5727.51,658.3,Other,Other,Cytoplasmic
1320.33,3674.56,Tumour epithelial,KRT7,Cytoplasmic
3430.36,1631.97,Immune,Other,Nuclear
197.65,4030.66,Other,Other,Cytoplasmic
730.97,3915.11,Endothelial / vascular,Other,Cytoplasmic
6989.28,2166.56,Other,Other,Nuclear
7221.2,4840.84,Fibroblast / stroma,POSTN,Cytoplasmic
527.68,5172.01,Tumour epithelial,Other,Cytoplasmic
6888.91,4381.38,Other,POLR2J3,Nuclear
2111.17,677.33,Other,Other,Nuclear
6865.94,3046.29,Myoepithelial / muscle,Other,Cytoplasmic
1467.74,197.98,Tumour epithelial,FOXA1,Cytoplasmic
1023.64,126.15,Tumour epithelial,EPCAM,Cytoplasmic
514.64,3573.44,Tumour epithelial,FOXA1,Nuclear
4634.82,3675.56,Fibroblast / stroma,LUM,Cytoplasmic
4389.8,4470.72,Fibroblast / stroma,POSTN,Cytoplasmic
6129.27,2450.15,Other,CCND1,Cytoplasmic
3477.03,2691.94,Other,CCND1,Cytoplasmic
2973.59,2761.4,Immune,Other,Cytoplasmic
149.78,1432.2,Tumour epithelial,GATA3,Cytoplasmic
1203.96,1050.82,Other,Other,Nuclear
4270.48,1449.84,Fibroblast / stroma,POSTN,Cytoplasmic
7005.28,2494.31,Tumour epithelial,ANKRD30A,Cytoplasmic
5621.79,4227.04,Other,Other,Cytoplasmic
1146.7,2703.07,Tumour epithelial,Other,Nuclear
25.81,1124.52,Other,Other,Nuclear
7084.04,2938.19,Tumour epithelial,TACSTD2,Nuclear
1354.9,997.85,Tumour epithelial,Other,Cytoplasmic
2734.26,3382.6,Immune,Other,Cytoplasmic
6022.25,4071.88,Other,Other,Cytoplasmic
6167.68,4999.32,Fibroblast / stroma,Other,Cytoplasmic
581.08,2370.69,Fibroblast / stroma,LUM,Nuclear
6675.76,2394.73,Tumour epithelial,Other,Nuclear
3307.69,2452.84,Other,Other,Cytoplasmic
2393.8,2700.73,Adipocyte,Other,Cytoplasmic
2312.1,277.97,Tumour epithelial,ERBB2,Nuclear
1268.05,4826.41,Other,Other,Cytoplasmic
5303.41,1155.98,Other,SCD,Cytoplasmic
6722.97,1222.96,Fibroblast / stroma,Other,Cytoplasmic
1907.29,2711.29,Other,Other,Nuclear
1006.23,4270.52,Adipocyte,Other,Cytoplasmic
132.16,2386.28,Endothelial / vascular,Other,Nuclear
901.11,107.51,Tumour epithelial,ANKRD30A,Nuclear
1167.42,2141.21,Other,Other,Cytoplasmic
248.75,1459.58,Other,Other,Nuclear
6184.59,3681.23,Other,Other,Nuclear
1176.34,393.35,Other,Other,Nuclear
7203.25,1001.72,Immune,Other,Cytoplasmic
1715.87,2370.89,Fibroblast / stroma,LUM,Cytoplasmic
332.6,303.79,Other,Other,Cytoplasmic
1380.18,767.99,Fibroblast / stroma,LUM,Cytoplasmic
3594.17,4667.54,Other,Other,Cytoplasmic
5204.69,2539.42,Immune,Other,Nuclear
1350.46,4803.39,Tumour epithelial,ERBB2,Cytoplasmic
1562.2,3190.71,Fibroblast / stroma,Other,Cytoplasmic
761.19,3210.2,Other,Other,Cytoplasmic
5949.74,4213.13,Other,Other,Cytoplasmic
2556.06,3527.09,Other,Other,Cytoplasmic
2253.4,2399.67,Other,Other,Cytoplasmic
2778,822.37,Tumour epithelial,Other,Cytoplasmic
1000.25,49.7,Fibroblast / stroma,LUM,Cytoplasmic
968.13,5200.76,Endothelial / vascular,Other,Cytoplasmic
4581.8,5157.21,Fibroblast / stroma,Other,Cytoplasmic
492.84,1354.11,Other,Other,Nuclear
5955.77,850.31,Other,CCND1,Nuclear
1923.4,2653.85,Other,Other,Nuclear
4040.46,1839.46,Myoepithelial / muscle,Other,Cytoplasmic
650.41,3429.01,Tumour epithelial,ERBB2,Cytoplasmic
7064.18,3525.34,Tumour epithelial,ERBB2,Cytoplasmic
2032.99,295.26,Other,SCD,Nuclear
3044.66,2171.52,Fibroblast / stroma,POSTN,Cytoplasmic
3279.22,866.91,Myoepithelial / muscle,Other,Cytoplasmic
1444.17,3456.92,Other,Other,Cytoplasmic
1050.67,1889.12,Other,Other,Cytoplasmic
695.42,2337.67,Other,Other,Cytoplasmic
6842.36,4838.9,Other,Other,Cytoplasmic
2869.45,2836,Other,SCD,Nuclear
5126.39,4017.26,Tumour epithelial,ERBB2,Cytoplasmic
1068.65,1824.41,Tumour epithelial,KRT7,Cytoplasmic
6053.47,3383.06,Other,POLR2J3,Nuclear
5658.31,872.57,Tumour epithelial,Other,Cytoplasmic
2738.46,4852.4,Endothelial / vascular,Other,Nuclear
2982.34,3996.55,Fibroblast / stroma,POSTN,Cytoplasmic
7161.62,1865.73,Immune,Other,Nuclear
2556.09,1278.55,Other,Other,Cytoplasmic
4655.78,3091.77,Fibroblast / stroma,LUM,Cytoplasmic
7096.7,2208.57,Other,Other,Nuclear
5461.62,649.19,Fibroblast / stroma,Other,Cytoplasmic
517.4,4635.65,Other,Other,Nuclear
1375.92,4893.25,Other,Other,Cytoplasmic
2653.67,982.56,Other,POLR2J3,Cytoplasmic
849.91,4361.43,Tumour epithelial,KRT7,Cytoplasmic
360.25,4496.31,Fibroblast / stroma,LUM,Cytoplasmic
423.37,2476.42,Other,Other,Nuclear
663.31,2375.22,Other,Other,Cytoplasmic
412.12,3429.71,Other,Other,Cytoplasmic
11.02,529.7,Other,Other,Cytoplasmic
6850.67,492.98,Tumour epithelial,ERBB2,Cytoplasmic
1342.85,261.58,Tumour epithelial,FOXA1,Nuclear
4387.57,3455.6,Tumour epithelial,Other,Nuclear
6269.56,3134.48,Tumour epithelial,FOXA1,Cytoplasmic
2821.05,4410.99,Other,Other,Cytoplasmic
2171.71,2909.58,Other,POLR2J3,Cytoplasmic
157.84,5216.09,Myoepithelial / muscle,Other,Cytoplasmic
2675.64,1769.6,Other,Other,Cytoplasmic
5652.22,3318.16,Tumour epithelial,ANKRD30A,Nuclear
6143.65,3558.28,Other,POLR2J3,Nuclear
2178.32,3123.01,Other,CCND1,Cytoplasmic
1498.05,2136.32,Other,Other,Cytoplasmic
763.97,3485.39,Other,Other,Nuclear
4563.67,4169.5,Fibroblast / stroma,POSTN,Cytoplasmic
5802.93,4480.37,Other,POLR2J3,Nuclear
6899.07,1552.21,Fibroblast / stroma,Other,Cytoplasmic
5685.45,1133.72,Other,Other,Cytoplasmic
440.62,734.57,Other,SCD,Nuclear
403.32,3745.34,Fibroblast / stroma,Other,Nuclear
7150.48,1275.22,Other,Other,Cytoplasmic
1508.35,3378.97,Other,Other,Cytoplasmic
2940.45,1973.22,Other,SCD,Cytoplasmic
191.87,2373.77,Myoepithelial / muscle,Other,Cytoplasmic
3733.63,1706.61,Fibroblast / stroma,Other,Cytoplasmic
6282.8,1309.71,Tumour epithelial,Other,Cytoplasmic
6696.6,2646.19,Other,Other,Nuclear
5675.04,2910.5,Tumour epithelial,EPCAM,Cytoplasmic
2750.84,4522.53,Fibroblast / stroma,Other,Nuclear
2723.22,3032.41,Tumour epithelial,EPCAM,Cytoplasmic
1050.76,2289.47,Tumour epithelial,TACSTD2,Nuclear
2299.06,3320.46,Immune,Other,Cytoplasmic
683.39,3217.94,Immune,Other,Cytoplasmic
1543.88,1535.06,Tumour epithelial,ERBB2,Cytoplasmic
3962.21,4544.43,Fibroblast / stroma,Other,Cytoplasmic
1311.52,2936.94,Other,Other,Cytoplasmic
2308.9,3238.9,Fibroblast / stroma,LUM,Cytoplasmic
529.66,2429.14,Other,Other,Cytoplasmic
5383.66,1482.03,Fibroblast / stroma,POSTN,Cytoplasmic
1948.69,2360.21,Fibroblast / stroma,Other,Cytoplasmic
1017.97,4375.23,Immune,Other,Cytoplasmic
4327.6,524.92,Myoepithelial / muscle,Other,Nuclear
1134.94,4601.94,Other,SCD,Cytoplasmic
5379.81,442.77,Other,CCND1,Nuclear
1055.53,5184.82,Other,Other,Cytoplasmic
1189.4,5146.12,Fibroblast / stroma,LUM,Cytoplasmic
6803.65,4244.07,Other,Other,Cytoplasmic
2270.92,2087.36,Other,Other,Cytoplasmic
3485.93,846.19,Immune,Other,Nuclear
6669.53,4099.05,Other,Other,Nuclear
6979.67,2268.18,Other,Other,Cytoplasmic
2632.18,1360.97,Tumour epithelial,GATA3,Nuclear
2274.42,668.89,Other,Other,Nuclear
735.85,3893.14,Tumour epithelial,EPCAM,Cytoplasmic
6980.15,4156.9,Other,Other,Nuclear
3158.09,1156.49,Other,Other,Cytoplasmic
1685.75,2174.53,Tumour epithelial,Other,Nuclear
4520.5,3144.36,Other,POLR2J3,Nuclear
379.35,4243.54,Fibroblast / stroma,Other,Cytoplasmic
5442.63,619.73,Other,Other,Cytoplasmic
1127.41,1523.75,Other,Other,Nuclear
4421.57,4981.67,Other,Other,Cytoplasmic
7101.18,1591.03,Fibroblast / stroma,LUM,Cytoplasmic
7181.61,5322.14,Other,CCND1,Nuclear
2666.98,2965.86,Tumour epithelial,TACSTD2,Cytoplasmic
6329.63,3785.88,Immune,Other,Nuclear
1067.83,820.85,Other,Other,Cytoplasmic
3205.03,3942.12,Other,Other,Cytoplasmic
1339.09,3375.4,Tumour epithelial,KRT7,Nuclear
5609.73,2978.38,Other,Other,Cytoplasmic
6505.6,3143.24,Immune,Other,Cytoplasmic
4751.53,4851.11,Other,Other,Cytoplasmic
510.97,2207.83,Tumour epithelial,EPCAM,Cytoplasmic
119.17,1633,Tumour epithelial,Other,Nuclear
3689.07,1585.46,Tumour epithelial,ERBB2,Nuclear
1543.35,2286.98,Other,Other,Nuclear
7034.18,2182.84,Fibroblast / stroma,Other,Cytoplasmic
552.61,4554.27,Other,CCND1,Cytoplasmic
1881.17,2406.16,Fibroblast / stroma,Other,Nuclear
2296.3,3186.07,Tumour epithelial,Other,Nuclear
3722.18,4395.03,Other,Other,Cytoplasmic
469.56,3193.8,Other,Other,Cytoplasmic
6484.57,3974.63,Other,Other,Cytoplasmic
963.47,2184.21,Other,Other,Nuclear
3272.18,3010.16,Other,Other,Cytoplasmic
7483.81,3839.76,Fibroblast / stroma,Other,Cytoplasmic
5905.58,133.15,Other,Other,Nuclear
7394.78,2028.93,Other,Other,Cytoplasmic
6206.07,3660.78,Tumour epithelial,KRT7,Nuclear
197.19,5122.24,Immune,Other,Cytoplasmic
3824.95,2850.02,Myoepithelial / muscle,Other,Cytoplasmic
4040.06,2295.05,Fibroblast / stroma,LUM,Cytoplasmic
1033.86,3478.39,Tumour epithelial,KRT7,Cytoplasmic
4323.17,1604.56,Fibroblast / stroma,Other,Cytoplasmic
2657.72,877.47,Tumour epithelial,KRT7,Cytoplasmic
1761.1,3278.24,Immune,Other,Nuclear
119.9,424.81,Tumour epithelial,ERBB2,Cytoplasmic
4145.64,3256.5,Myoepithelial / muscle,Other,Cytoplasmic
1391.39,3828.39,Other,Other,Cytoplasmic
4741.01,3698.18,Other,POLR2J3,Cytoplasmic
946.54,2712.65,Immune,Other,Cytoplasmic
2322.15,3402.74,Immune,Other,Nuclear
547.43,4352.33,Other,Other,Nuclear
4351.25,4151.2,Fibroblast / stroma,Other,Nuclear
4747.65,641.37,Immune,Other,Nuclear
46.44,3349.85,Other,Other,Nuclear
6370.41,5268.78,Fibroblast / stroma,LUM,Cytoplasmic
1347.26,4824.61,Other,Other,Nuclear
4926.09,4030.57,Myoepithelial / muscle,Other,Cytoplasmic
1372.22,3227.88,Other,Other,Nuclear
824.87,3945.49,Tumour epithelial,FOXA1,Nuclear
5693.63,4371.69,Immune,Other,Cytoplasmic
1094.27,3128.06,Other,Other,Nuclear
2168.1,3151.26,Myoepithelial / muscle,Other,Cytoplasmic
1229.81,3486.16,Other,Other,Cytoplasmic
6693.96,3667.23,Other,Other,Nuclear
1097.27,3661.53,Immune,Other,Cytoplasmic
609.95,4142.99,Other,Other,Nuclear
1250.29,4737.34,Other,Other,Cytoplasmic
6834.05,4578.28,Tumour epithelial,TACSTD2,Cytoplasmic
509.66,3427.14,Other,CCND1,Cytoplasmic
7193.88,2530.57,Fibroblast / stroma,Other,Nuclear
2951.24,1621.87,Tumour epithelial,KRT7,Cytoplasmic
5686.55,3550.48,Tumour epithelial,TACSTD2,Cytoplasmic
5441.24,1536.36,Tumour epithelial,FOXA1,Nuclear
1161.42,4391.58,Tumour epithelial,KRT7,Cytoplasmic
2078.51,1176.96,Other,Other,Nuclear
6733.76,2611,Other,Other,Nuclear
2162.11,3984.97,Other,CCND1,Cytoplasmic
2576.08,1320.57,Other,Other,Cytoplasmic
35.26,3985.14,Other,Other,Cytoplasmic
5475.15,3471.94,Tumour epithelial,TACSTD2,Nuclear
1431.99,4691.37,Other,SCD,Nuclear
1097.12,2624.65,Tumour epithelial,Other,Nuclear
5019.75,2566.69,Other,Other,Cytoplasmic
1865.48,1321.07,Fibroblast / stroma,POSTN,Cytoplasmic
6818.37,3168.41,Other,Other,Nuclear
6922.34,2448.25,Tumour epithelial,ERBB2,Cytoplasmic
1030.21,1601.48,Immune,Other,Nuclear
1173.41,685.37,Tumour epithelial,GATA3,Nuclear
2245.25,1665.35,Other,CCND1,Nuclear
274.36,4315.28,Other,Other,Cytoplasmic
3648.85,4122.17,Fibroblast / stroma,Other,Cytoplasmic
986.4,3206.04,Other,Other,Cytoplasmic
3820.31,291.5,Immune,Other,Cytoplasmic
2399.75,1184.36,Other,Other,Cytoplasmic
2414.76,1498.27,Immune,Other,Cytoplasmic
356.96,2869.86,Tumour epithelial,Other,Cytoplasmic
6628.82,2505.58,Tumour epithelial,EPCAM,Cytoplasmic
833.53,4201.72,Tumour epithelial,Other,Nuclear
2693.92,322.38,Other,Other,Nuclear
3736.59,4005.76,Fibroblast / stroma,POSTN,Cytoplasmic
314.06,3964.09,Other,Other,Cytoplasmic
3046.42,1137.75,Other,CCND1,Cytoplasmic
2876.01,1009.83,Fibroblast / stroma,LUM,Nuclear
4469.1,3823.22,Tumour epithelial,ERBB2,Cytoplasmic
1484.43,4824.31,Other,Other,Nuclear
2074.3,1210.85,Tumour epithelial,ERBB2,Cytoplasmic
3413.48,4080.18,Other,Other,Nuclear
696.63,2055.89,Tumour epithelial,KRT7,Cytoplasmic
2787.16,401.11,Tumour epithelial,Other,Cytoplasmic
1022.04,3409.9,Other,CCND1,Nuclear
6337.9,3723.59,Fibroblast / stroma,Other,Cytoplasmic
1692,3682.86,Tumour epithelial,GATA3,Cytoplasmic
6693.57,2749.11,Tumour epithelial,KRT7,Nuclear
2885.36,2975.02,Other,Other,Nuclear
2616.2,3219.58,Other,Other,Nuclear
700.05,4602.73,Tumour epithelial,FOXA1,Cytoplasmic
290.43,4351.81,Other,Other,Cytoplasmic
3106.96,1401.22,Tumour epithelial,ERBB2,Cytoplasmic
5222.76,1117.56,Other,SCD,Nuclear
6887.8,3834.59,Immune,Other,Cytoplasmic
6330.87,5169.61,Immune,Other,Cytoplasmic
5575.83,1545.68,Endothelial / vascular,Other,Cytoplasmic
7036.86,1255.71,Other,Other,Cytoplasmic
6607.46,3194.91,Fibroblast / stroma,Other,Cytoplasmic
4325.61,3321.41,Immune,Other,Cytoplasmic
7088.16,1239.11,Tumour epithelial,TACSTD2,Nuclear
1608.74,1790.89,Tumour epithelial,Other,Nuclear
1304.72,2658.67,Tumour epithelial,KRT7,Cytoplasmic
6791.27,3695,Tumour epithelial,Other,Nuclear
4857.69,305.12,Tumour epithelial,Other,Nuclear
1527.26,1133.42,Other,Other,Cytoplasmic
3189.94,3773.59,Other,Other,Cytoplasmic
798.57,2295.72,Other,Other,Nuclear
978.11,320.01,Myoepithelial / muscle,Other,Nuclear
491.05,3834.06,Tumour epithelial,KRT7,Cytoplasmic
7381.41,756.88,Fibroblast / stroma,Other,Cytoplasmic
2049.01,1257.12,Other,Other,Cytoplasmic
1129.64,3484.88,Tumour epithelial,Other,Cytoplasmic
5875.04,304.4,Tumour epithelial,ERBB2,Cytoplasmic
5584.19,4356.37,Endothelial / vascular,Other,Cytoplasmic
1269.55,2782.2,Tumour epithelial,ANKRD30A,Cytoplasmic
1766.72,2181.61,Other,Other,Cytoplasmic
1474.5,768.23,Other,Other,Cytoplasmic
6899.72,2385.31,Myoepithelial / muscle,Other,Nuclear
2759.97,3452.43,Other,Other,Cytoplasmic
3096.42,1605.18,Immune,Other,Cytoplasmic
537.99,2275.61,Tumour epithelial,ERBB2,Cytoplasmic
3351.25,4784.62,Other,Other,Nuclear
397.42,654.56,Myoepithelial / muscle,Other,Nuclear
5839.03,363.14,Immune,Other,Nuclear
1273.24,1089.16,Myoepithelial / muscle,Other,Cytoplasmic
5244.66,2012.64,Other,Other,Cytoplasmic
5489.14,678.41,Tumour epithelial,ERBB2,Cytoplasmic
7474.52,1798.39,Fibroblast / stroma,Other,Nuclear
1383.58,1017.15,Other,Other,Cytoplasmic
4841.93,4461.87,Other,Other,Cytoplasmic
442.92,3321.71,Immune,Other,Cytoplasmic
1264.76,2311.33,Immune,Other,Cytoplasmic
1471.58,4528.07,Other,Other,Cytoplasmic
3684.45,1177.72,Other,Other,Nuclear
976.67,3136.27,Other,Other,Cytoplasmic
2510.69,1456.19,Endothelial / vascular,Other,Cytoplasmic
4817.92,483.91,Tumour epithelial,TACSTD2,Cytoplasmic
4250.22,4939.66,Other,Other,Cytoplasmic
5492.09,329.16,Tumour epithelial,Other,Nuclear
4241.08,415.65,Other,Other,Nuclear
6288.28,4180.41,Immune,Other,Nuclear
406.23,1957.44,Other,Other,Nuclear
345.9,5179.74,Other,Other,Cytoplasmic
4623.08,3519.04,Fibroblast / stroma,LUM,Cytoplasmic
371.95,2133.12,Endothelial / vascular,Other,Cytoplasmic
165.7,3460.51,Other,SCD,Cytoplasmic
2758.91,1244.09,Tumour epithelial,EPCAM,Cytoplasmic
6657.47,4346.91,Other,Other,Cytoplasmic
1248.77,1387.4,Tumour epithelial,ERBB2,Cytoplasmic
1722.69,4784.54,Other,Other,Cytoplasmic
3093.39,1340.28,Tumour epithelial,KRT7,Cytoplasmic
5366.78,5123.63,Other,Other,Cytoplasmic
2235.95,329.05,Tumour epithelial,Other,Nuclear
