"gene","logFC","AveExpr","t","pvalue","padj"
"MEAF6",0.7697,11.4005,5.733,9.868e-09,1.458e-07
"SNIP1",-0.0036,9.7609,-0.0399,0.9682,0.978
"DNALI1",1.0678,9.9665,2.7607,0.005768,0.01591
"GNL2",0.8568,11.1825,4.9107,9.075e-07,8.095e-06
"RSPO1",-1.5823,6.8033,-3.1595,0.00158,0.005273
"C1orf109",0.1551,9.3709,1.1341,0.2567,0.3656
"CDCA8",3.5166,8.335,10.4371,1.678e-25,4.824e-23
"EPHA10",1.1133,7.6341,3.218,0.001291,0.004424
"MANEAL",1.0777,8.7818,3.4756,0.0005097,0.002012
"YRDC",0.513,9.2945,2.8229,0.004759,0.01352
"C1orf122",0.346,9.6268,1.4721,0.141,0.2274
"MTF1",0.0482,10.2128,0.3433,0.7314,0.8058
"INPP5B",-0.0236,9.8641,-0.1242,0.9011,0.9319
"SF3A3",0.2719,11.3482,2.1887,0.02862,0.06129
"FHL3",0.1001,9.7411,0.4598,0.6457,0.7375
"UTP11",0.6575,10.0668,3.4976,0.0004696,0.001875
"RRAGC",-0.2144,10.5822,-1.2846,0.1989,0.2989
"MYCBP",0.8345,10.285,6.1176,9.5e-10,1.76e-08
"GJA9",0.424,5.928,1.8809,0.05999,0.1131
"RP5-864K19.6",0.9335,8.658,7.7144,1.216e-14,6.155e-13
"RHBDL2",0.9021,7.2058,3.4693,0.0005218,0.002051
"AKIRIN1",0.1498,10.9739,1.0539,0.2919,0.4045
"NDUFS5",0.617,11.381,2.0452,0.04083,0.08214
"MACF1",0.3523,13.6793,1.4458,0.1482,0.2367
"BMP8A",2.0415,6.4094,6.4675,9.964e-11,2.272e-09
"PABPC4",0.4824,12.1149,2.3738,0.0176,0.04095
"HEYL",0.9922,8.7093,3.3823,0.0007188,0.002691
"PPIE",0.0794,10.3064,0.5697,0.5689,0.6726
"OXCT2",-0.2338,5.7496,-0.6594,0.5096,0.6192
"BMP8B",1.4138,7.9858,4.0965,4.195e-05,0.000234
"TRIT1",0.4044,9.4213,2.4615,0.01384,0.03336
"MYCL",0.121,8.0252,0.397,0.6914,0.7745
"MFSD2A",0.9089,7.6182,2.9759,0.002921,0.008893
"CAP1",0.6009,13.2802,4.015,5.944e-05,0.0003173
"PPT1",0.8106,12.8648,4.4819,7.398e-06,5.181e-05
"RLF",-0.0782,10.2838,-0.5253,0.5993,0.6994
"ZMPSTE24",0.7146,11.4591,4.9923,5.966e-07,5.627e-06
"COL9A2",-0.0184,9.0084,-0.0469,0.9626,0.974
"SMAP2",0.4099,10.6852,3.1839,0.001453,0.004899
"ZFP69B",0.9331,6.8836,3.9188,8.898e-05,0.0004496
"ZFP69",0.6798,7.8458,4.7565,1.97e-06,1.604e-05
"EXO5",0.4523,8.3598,3.063,0.002192,0.006954
"ZNF684",-0.0541,7.2933,-0.4331,0.6649,0.7531
"RIMS3",-1.0766,8.6467,-2.7691,0.005621,0.0156
"NFYC",0.0624,10.7926,0.5223,0.6014,0.7008
"KCNQ4",-0.6072,7.0615,-1.6571,0.0975,0.1684
"CITED4",0.5728,9.9079,1.313,0.1892,0.2871
"CTPS1",1.7161,9.6454,6.4572,1.067e-10,2.419e-09
"SLFNL1",0.8036,6.1036,2.6287,0.008572,0.02219
"SCMH1",-0.1007,10.7874,-0.7952,0.4265,0.5407
"FOXO6",1.215,7.328,4.1045,4.053e-05,0.000227
"EDN2",2.4099,7.0114,6.2109,5.27e-10,1.035e-08
"HIVEP3",0.3167,10.0732,1.3285,0.184,0.2811
"FOXJ3",0.1413,11.4994,0.9062,0.3648,0.4802
"RIMKLA",1.5762,7.3453,4.1991,2.679e-05,0.000158
"ZMYND12",0.3,7.2595,1.1553,0.248,0.3556
"PPCS",0.3709,10.7688,2.3656,0.018,0.04168
"CCDC30",0.9546,8.16,3.3572,0.0007874,0.002902
"PPIH",0.8606,9.3384,4.1949,2.729e-05,0.0001604
"YBX1",0.3443,12.6042,0.9932,0.3206,0.4349
"CLDN19",-3.6889,6.9995,-6.6927,2.19e-11,5.771e-10
"P3H1",0.8221,10.1262,4.0365,5.425e-05,0.0002931
"C1orf50",0.0572,8.196,0.4323,0.6655,0.7535
"RP5-994D16.12",0.0901,8.0664,0.683,0.4946,0.6059
"TMEM269",0.3846,6.851,2.1949,0.02817,0.0605
"SVBP",0.0448,9.0001,0.2351,0.8141,0.8698
"ERMAP",-0.2278,9.6713,-1.5936,0.111,0.1873
"ZNF691",0.3363,8.6745,3.0948,0.001969,0.006355
"SLC2A1",1.3529,10.8792,5.0422,4.603e-07,4.461e-06
"FAM183A",1.8562,6.0274,3.8499,0.0001182,0.0005737
"CFAP57",0.9709,7.6218,4.4567,8.322e-06,5.733e-05
"EBNA1BP2",0.7732,10.6892,4.0291,5.599e-05,0.0003008
"TMEM125",0.7976,8.9775,2.309,0.02095,0.04728
"C1orf210",0.6357,8.5885,2.0003,0.04546,0.08985
"TIE1",-1.3,10.0291,-5.0083,5.492e-07,5.229e-06
"CDC20",4.0108,8.4381,10.1359,3.827e-24,8.803e-22
"ELOVL1",0.4024,11.2118,2.2811,0.02254,0.05027
"MED8",0.4435,10.139,3.5371,0.0004046,0.00166
"HYI",-0.0794,9.8411,-0.4743,0.6353,0.7286
"SZT2",-0.0709,11.411,-0.4875,0.6259,0.7212
"PTPRF",0.1743,14.2042,0.796,0.426,0.5404
"KDM4A",0.3974,11.1729,3.4028,0.000667,0.00253
"ST3GAL3",-0.5329,8.9244,-3.6969,0.0002182,0.0009746
"ARTN",2.5508,6.4465,6.0962,1.086e-09,1.972e-08
"IPO13",0.3437,10.438,3.294,0.0009879,0.003528
"DPH2",0.4856,9.6161,2.6423,0.008234,0.02148
"ATP6V0B",1.1511,11.4263,5.1042,3.322e-07,3.334e-06
"B4GALT2",0.6395,10.6517,2.799,0.005127,0.0144
"CCDC24",0.8758,8.7319,3.2987,0.0009714,0.003475
"SLC6A9",0.7225,8.9039,3.0875,0.002019,0.006485
"DMAP1",-0.1944,10.1142,-1.5153,0.1297,0.2126
"ERI3",0.4111,10.5822,2.1618,0.03064,0.06486
"RNF220",0.2794,10.9713,1.9964,0.04589,0.0905
"TMEM53",0.1758,9.3259,1.2855,0.1986,0.2985
"C1orf228",0.8022,6.4633,2.7185,0.006557,0.01774
"KIF2C",3.731,8.4111,10.5685,4.171e-26,1.385e-23
"RPS8",-0.0256,14.4977,-0.1105,0.912,0.9389
"BEST4",0.2934,5.8728,0.7985,0.4246,0.5389
"PLK3",-0.666,9.4753,-2.5143,0.01193,0.02939
"TCTEX1D4",0.0353,5.7231,0.0995,0.9208,0.9451
"BTBD19",0.6433,7.5978,1.7743,0.07602,0.1375
"PTCH2",-1.5936,7.5708,-5.9773,2.269e-09,3.845e-08
"EIF2B3",-0.2458,9.9201,-1.3587,0.1742,0.2692
"HECTD3",-0.033,11.0079,-0.2405,0.8099,0.867
"UROD",-0.3711,10.747,-2.1522,0.03138,0.06622
"ZSWIM5",-0.0598,8.0036,-0.2009,0.8408,0.8899
"HPDL",0.2821,6.1439,0.6508,0.5152,0.6243
"MUTYH",0.1738,8.4953,0.9718,0.3311,0.4463
"TOE1",0.0802,8.903,0.5616,0.5744,0.6776
"TESK2",-0.3624,8.9321,-1.6523,0.09848,0.1698
"CCDC163",0.1523,7.1641,0.5836,0.5595,0.6645
"MMACHC",0.7701,11.6565,3.2349,0.001217,0.00421
"PRDX1",0.7168,13.1406,2.9138,0.00357,0.01058
"AKR1A1",0.1896,11.5146,0.8856,0.3758,0.4908
"NASP",0.7649,11.471,3.5466,0.0003902,0.001606
"CCDC17",0.7441,6.3237,2.2023,0.02765,0.05952
"GPBP1L1",0.1342,12.1932,1.4889,0.1365,0.2213
"TMEM69",0.7498,10.0707,4.5417,5.579e-06,4.044e-05
"IPP",-0.0078,9.2953,-0.0498,0.9603,0.9726
"MAST2",0.8663,11.2325,7.1493,8.721e-13,3.127e-11
"PIK3R3",0.9507,11.8151,4.3269,1.512e-05,9.609e-05
"RP4-533D7.6",0.778,9.5108,3.1881,0.001432,0.004838
"TSPAN1",2.5939,9.7803,5.34,9.293e-08,1.075e-06
"POMGNT1",0.2457,11.2209,1.6318,0.1027,0.176
"LURAP1",-0.9196,6.8628,-3.3437,0.0008266,0.003024
"RAD54L",2.4856,7.7495,8.5996,7.998e-18,7.358e-16
"LRRC41",0.3516,11.6796,3.8587,0.000114,0.0005569
"UQCRH",0.4987,10.7511,1.7986,0.07209,0.1316
"NSUN4",0.3473,10.0535,2.8774,0.00401,0.01168
"FAAH",0.6269,9.5682,2.3949,0.01663,0.03904
"MKNK1",0.0272,9.9987,0.1996,0.8418,0.8907
"MOB3C",-0.8597,9.6842,-6.2908,3.159e-10,6.553e-09
"ATPAF1",-0.1738,11.0207,-0.7786,0.4362,0.5507
"EFCAB14",-0.3036,12.6934,-2.2973,0.0216,0.04853
"CYP4B1",0.9808,9.1034,1.8011,0.07169,0.1311
"CYP4X1",0.3908,10.1097,0.7545,0.4506,0.5646
"CYP4Z1",1.5221,9.157,2.1657,0.03033,0.06434
"PDZK1IP1",-0.0533,8.9778,-0.1105,0.912,0.9389
"TAL1",-1.5584,7.5891,-5.1781,2.241e-07,2.357e-06
"STIL",2.4642,8.5049,9.0869,1.019e-19,1.215e-17
"CMPK1",-0.0961,12.3698,-0.5265,0.5985,0.6988
"FOXD2",1.48,6.3062,4.7849,1.711e-06,1.417e-05
"TRABD2B",-1.3714,8.509,-3.5118,0.0004451,0.001792
"SLC5A9",0.1777,6.3712,0.3883,0.6978,0.7798
"SPATA6",-0.0723,9.3901,-0.3208,0.7484,0.8194
"BEND5",-1.1552,7.456,-3.9492,7.842e-05,0.0004022
"AGBL4",1.3604,6.0976,3.1387,0.001697,0.005599
"ELAVL4",1.0387,5.7066,2.8464,0.004421,0.01272
"FAF1",0.0823,10.9087,0.4738,0.6356,0.7287
"CDKN2C",-0.8476,9.4313,-3.2788,0.001043,0.003694
"RNF11",-0.3784,11.9833,-2.2758,0.02286,0.05089
"TTC39A",1.0922,10.8814,2.9519,0.003159,0.009518
"EPS15",-0.142,11.6513,-0.9148,0.3603,0.4755
"OSBPL9",-0.1619,11.9084,-1.3158,0.1882,0.2859
"NRDC",0.4894,12.2497,4.0557,4.999e-05,0.0002728
"RAB3B",0.526,7.6515,1.0771,0.2814,0.393
"KTI12",0.2969,8.1937,1.9425,0.05208,0.1007
"TXNDC12",0.5329,11.0404,3.4455,0.00057,0.002219
"BTF3L4",0.5256,10.7041,3.4556,0.0005492,0.002148
"ZFYVE9",-0.333,10.3602,-1.4906,0.1361,0.2209
"CC2D1B",0.2104,10.3552,2.1291,0.03325,0.06927
"ORC1",2.7412,7.2846,7.5499,4.355e-14,2.021e-12
"PRPF38A",0.1027,10.9403,0.7782,0.4364,0.5509
"ZCCHC11",-0.2852,10.1638,-1.0531,0.2923,0.405
"GPX7",0.5962,8.7691,2.2045,0.02749,0.05925
"FAM159A",1.09,5.8268,3.6432,0.0002693,0.001166
"COA7",0.351,9.8184,1.7907,0.07335,0.1335
"ZYG11B",-0.1001,10.8714,-0.7325,0.4639,0.5769
"ZYG11A",1.7569,7.3275,4.3609,1.295e-05,8.408e-05
"ECHDC2",-0.5508,11.0304,-2.5306,0.01139,0.02826
"SCP2",-0.4815,12.3045,-2.2454,0.02475,0.05435
"PODN",-0.6447,11.0043,-1.6081,0.1078,0.1828
"SLC1A7",-1.7063,6.5285,-3.6349,0.0002781,0.001201
"CPT2",0.142,10.1922,0.9067,0.3646,0.48
"C1orf123",-0.2279,10.2097,-1.4348,0.1514,0.2406
"MAGOH",0.865,9.555,3.6325,0.0002807,0.001209
"LRP8",2.2733,8.2849,6.8062,1.002e-11,2.811e-10
"GLIS1",-0.2884,6.2072,-0.8695,0.3846,0.4995
"NDC1",0.9259,10.5131,5.0104,5.432e-07,5.181e-06
"YIPF1",0.6182,10.4757,3.5233,0.0004262,0.001733
"DIO1",2.022,6.5105,3.4361,0.0005901,0.002284
"HSPB11",0.8965,9.1146,5.0792,3.791e-07,3.74e-06
"LRRC42",0.6314,9.9747,3.8671,0.0001101,0.0005403
"LDLRAD1",1.4941,5.8316,2.5994,0.009339,0.02388
"TMEM59",-0.0415,13.1738,-0.264,0.7917,0.8528
"TCEANC2",-0.0224,9.2685,-0.1511,0.8799,0.9179
"CYB5RL",-0.0726,8.5699,-0.4207,0.674,0.7611
"RP11-446E24.4",-0.3249,6.4315,-1.9536,0.05075,0.09848
"MRPL37",0.6987,11.0547,2.8817,0.003956,0.01154
"SSBP3",0.5545,10.8705,2.2555,0.0241,0.05316
"FAM151A",0.4756,6.2884,1.4711,0.1413,0.2276
"ACOT11",0.1985,7.3063,0.7882,0.4306,0.5449
"MROH7",-1.6221,6.7906,-4.5977,4.272e-06,3.19e-05
"MROH7-TTC4",0.1659,9.9966,1.0268,0.3045,0.4186
"TTC4",0.2259,9.9855,1.3937,0.1634,0.2556
"PARS2",0.5332,8.1109,3.3526,0.0008006,0.002941
"TTC22",0.5085,8.4466,1.2754,0.2022,0.3026
"DHCR24",0.5461,14.0526,2.4019,0.01631,0.03837
"TMEM61",-0.5853,6.4823,-1.2429,0.2139,0.3164
"PCSK9",1.108,6.0124,1.9516,0.05099,0.09892
"USP24",0.0692,11.7477,0.2985,0.7654,0.8327
"PLPP3",-1.6483,11.6812,-8.2019,2.367e-16,1.701e-14
"PRKAA2",0.9584,9.3484,3.3596,0.0007805,0.002883
"C1orf168",0.1696,7.1264,0.368,0.7129,0.792
"DAB1",0.4285,7.6527,2.001,0.04539,0.08973
"OMA1",0.2472,9.4918,1.1079,0.2679,0.3781
"TACSTD2",-0.1719,12.7179,-0.4366,0.6624,0.7513
"MYSM1",0.064,10.4582,0.2225,0.8239,0.877
"JUN",-1.1171,13.1012,-3.6582,0.000254,0.001109
"FGGY",-0.7044,8.5351,-3.0698,0.002142,0.00682
"HOOK1",0.4596,10.0603,1.2803,0.2005,0.3006
"CYP2J2",-0.6785,8.4499,-1.8519,0.06404,0.1195
"NFIA",0.1327,11.7166,0.5242,0.6001,0.7
"TM2D1",0.2366,9.7074,1.6796,0.09303,0.162
"PATJ",0.7727,11.8752,3.08,0.00207,0.006626
"L1TD1",-0.6809,6.1378,-1.2003,0.23,0.3352
"KANK4",0.8737,8.8707,1.7652,0.07753,0.1397
"USP1",0.574,11.0413,2.663,0.007745,0.02038
"DOCK7",0.132,10.9046,0.6905,0.4899,0.6013
"ATG4C",-0.2475,8.8728,-1.6355,0.1019,0.1748
"ALG6",0.6139,9.1788,3.2831,0.001027,0.003646
"EFCAB7",0.0416,8.4034,0.264,0.7918,0.8528
"ITGB3BP",-0.1623,9.2343,-0.722,0.4703,0.5831
"PGM1",-0.5343,11.3928,-2.1612,0.03068,0.06493
"ROR1",-0.3152,8.2899,-0.8449,0.3982,0.5131
"CACHD1",-1.7093,9.8604,-6.7473,1.506e-11,4.102e-10
"RAVER2",-0.4185,9.6561,-1.7957,0.07254,0.1323
"JAK1",-0.4207,12.9473,-3.2465,0.001168,0.004071
"AK4",-0.5984,10.7487,-1.5773,0.1147,0.1924
"DNAJC6",0.6587,7.3842,2.039,0.04145,0.0831
"LEPROT",-0.6758,12.1123,-5.1056,3.298e-07,3.315e-06
"LEPR",-2.512,10.0595,-7.7822,7.125e-15,3.761e-13
"PDE4B",-0.3352,10.7676,-0.9461,0.3441,0.4594
"SGIP1",1.3805,7.9076,3.9342,8.348e-05,0.0004249
"TCTEX1D1",-0.4908,5.9883,-1.5355,0.1247,0.2061
"WDR78",0.5255,8.1245,1.7838,0.07445,0.1352
"MIER1",-0.095,10.7882,-0.6733,0.5007,0.6115
"SLC35D1",0.4924,10.0811,2.6398,0.008294,0.02159
"IL12RB2",-0.2204,6.5703,-0.4685,0.6394,0.7321
"SERBP1",-0.0058,12.9639,-0.0282,0.9775,0.9845
"GADD45A",0.0969,9.6045,0.4635,0.643,0.7351
"GNG12",-0.2309,12.2987,-1.2623,0.2069,0.3082
"DIRAS3",-0.9287,7.423,-2.4346,0.01491,0.0356
"WLS",-0.7451,11.2521,-2.3697,0.0178,0.04129
"DEPDC1",3.7064,7.6231,10.0617,8.156e-24,1.799e-21
"LRRC7",-0.2552,5.928,-0.885,0.3762,0.491
"LRRC40",0.2056,9.1927,1.1335,0.257,0.3658
"SRSF11",0.0604,12.2439,0.4147,0.6784,0.7644
"ANKRD13C",0.0139,9.8225,0.1267,0.8991,0.9305
"HHLA3",0.2683,8.0325,1.171,0.2416,0.3484
"CTH",-0.4819,7.3608,-2.1308,0.03311,0.06907
"PTGER3",-1.3107,9.9421,-3.2181,0.00129,0.004424
"ZRANB2",-0.3267,11.3956,-2.188,0.02867,0.06137
"NEGR1",-1.0995,8.8783,-2.6613,0.007783,0.02046
"LRRIQ3",-0.1533,6.4171,-0.5406,0.5888,0.6899
"FPGT",-0.0494,9.3475,-0.3128,0.7544,0.824
"FPGT-TNNI3K",-0.0905,7.8816,-0.3303,0.7412,0.8138
"TNNI3K",0.0514,6.8996,0.145,0.8847,0.9207
"ERICH3",-0.8169,6.6716,-1.3561,0.1751,0.2703
"CRYZ",-0.0945,10.2281,-0.5021,0.6156,0.7124
"TYW3",-0.3157,9.9971,-2.6598,0.007818,0.02053
"SLC44A5",0.5035,7.741,0.9207,0.3572,0.4726
"ACADM",-0.5965,10.9349,-3.0014,0.002688,0.008271
"RABGGTB",0.5066,10.7092,3.3232,0.0008898,0.003219
"ST6GALNAC3",-1.3513,7.5514,-4.3134,1.608e-05,0.0001013
"ST6GALNAC5",0.5859,8.2443,1.3456,0.1784,0.2739
"PIGK",-0.2338,10.5293,-1.5224,0.1279,0.2104
"AK5",-2.3148,9.6154,-5.1611,2.455e-07,2.553e-06
"ZZZ3",-0.079,10.9754,-0.5703,0.5685,0.6723
"USP33",-0.0757,11.4654,-0.524,0.6003,0.7
"MIGA1",-0.258,10.3525,-1.3014,0.1931,0.2918
"NEXN",-0.6515,9.4194,-2.1367,0.03262,0.06831
"FUBP1",0.4404,11.6866,3.5489,0.0003868,0.001594
"DNAJB4",-1.6184,10.0105,-6.5101,7.512e-11,1.773e-09
"GIPC2",-2.6952,7.5397,-7.9174,2.424e-15,1.435e-13
"PTGFR",-1.373,7.5557,-2.4783,0.0132,0.03203
"IFI44L",1.3279,9.8289,2.874,0.004054,0.01178
"IFI44",1.4455,9.4264,3.6497,0.0002625,0.001142
"ADGRL4",-1.7626,10.2635,-5.9496,2.688e-09,4.499e-08
"ADGRL2",-0.186,10.8124,-0.5362,0.5918,0.6927
"TTLL7",0.0088,8.5657,0.0279,0.9778,0.9847
"PRKACB",-0.6554,10.5647,-3.1722,0.001513,0.00507
"SAMD13",-0.4477,6.7675,-1.3781,0.1682,0.2614
"RPF1",0.3008,10.0033,2.3173,0.02049,0.0464
"GNG5",0.7092,10.9305,2.9821,0.002863,0.008739
"SPATA1",0.0359,8.5017,0.2006,0.841,0.8901
"CTBS",-0.0312,9.7691,-0.1875,0.8513,0.8973
"SSX2IP",1.4283,9.6948,7.8306,4.856e-15,2.632e-13
"LPAR3",0.4497,6.9101,0.7502,0.4532,0.5667
"MCOLN2",0.6134,6.5704,1.6072,0.108,0.1831
"MCOLN3",-0.0123,7.353,-0.0351,0.972,0.9809
"WDR63",0.9482,6.0452,2.2053,0.02743,0.05917
"SYDE2",0.087,8.5676,0.3286,0.7424,0.8148
"C1orf52",-0.2942,9.0164,-2.3458,0.01899,0.04355
"BCL10",0.014,9.6362,0.1219,0.903,0.9329
"DDAH1",0.3772,11.0375,1.8321,0.06693,0.124
"CYR61",-1.4447,13.0138,-3.9508,7.789e-05,0.0004001
"ZNHIT6",0.1359,9.9469,1.1366,0.2557,0.3644
"COL24A1",1.6606,6.8121,4.9397,7.825e-07,7.106e-06
"ODF2L",0.2135,10.011,0.9504,0.3419,0.4573
"CLCA2",-1.6826,8.3568,-2.5424,0.01101,0.02745
"CLCA4",-2.9098,6.3164,-4.8855,1.032e-06,9.083e-06
"SH3GLB1",-0.6896,12.2866,-3.9331,8.385e-05,0.0004261
"SELENOF",0.0112,12.1725,0.083,0.9339,0.9541
"HS2ST1",0.0147,10.612,0.1105,0.912,0.9389
"RP5-1052I5.2",-1.249,8.8377,-4.718,2.382e-06,1.892e-05
"LMO4",0.1402,10.8174,0.5134,0.6077,0.706
"PKN2",-0.329,11.0835,-2.367,0.01794,0.04155
"GTF2B",-0.0883,9.8211,-0.8797,0.379,0.4938
"KYAT3",-0.1172,9.9313,-0.6918,0.4891,0.6007
"RBMXL1",-0.3637,10.3932,-3.2412,0.00119,0.00413
"GBP3",0.4039,10.0663,1.2841,0.1991,0.2991
"GBP1",0.4803,10.5893,1.4743,0.1404,0.2266
"GBP2",-1.1293,11.7839,-5.095,3.487e-07,3.482e-06
"GBP7",-0.7598,5.9122,-2.0696,0.03849,0.07805
"GBP4",-0.4387,10.0633,-1.5463,0.122,0.2024
"GBP5",2.0532,8.0837,4.6695,3.019e-06,2.344e-05
"GBP6",-0.7612,5.8079,-1.8017,0.07159,0.1309
"LRRC8B",0.3607,10.1284,2.2202,0.0264,0.05738
"LRRC8C",-0.7294,9.8795,-2.7322,0.006291,0.01712
"RP11-302M6.4",0.1381,7.0502,0.5523,0.5807,0.683
"LRRC8D",0.7365,10.3268,3.3966,0.0006824,0.002577
"ZNF326",0.1225,10.2918,0.8614,0.389,0.5039
"ZNF644",-0.0459,10.8905,-0.3104,0.7562,0.8251
"HFM1",-1.154,5.8279,-2.4431,0.01456,0.03487
"CDC7",2.0719,8.0798,7.069,1.56e-12,5.18e-11
"TGFBR3",-1.9231,11.5208,-5.152,2.577e-07,2.649e-06
"EPHX4",0.3289,6.4445,0.8546,0.3928,0.5076
"SETSIP",0.5869,7.3603,3.2991,0.0009701,0.003471
"KIAA1107",-0.7435,7.9783,-3.2038,0.001356,0.004618
"BTBD8",-0.7808,8.1056,-3.2664,0.001089,0.00383
"GLMN",0.2741,8.0919,1.5977,0.1101,0.1861
"RPAP2",0.6465,10.0048,3.3224,0.0008923,0.003227
"GFI1",-0.0016,6.378,-0.0052,0.9959,0.9972
"EVI5",-0.0159,9.5735,-0.083,0.9338,0.9541
"RPL5",-0.4196,14.2956,-2.173,0.02978,0.06333
"FAM69A",-0.8702,9.2952,-4.5795,4.662e-06,3.443e-05
"MTF2",0.2732,9.844,2.0283,0.04253,0.08489
"TMED5",-0.4396,11.21,-2.6605,0.007802,0.0205
"CCDC18",0.2467,8.5829,1.4151,0.157,0.2477
"DR1",0.1815,11.2084,1.5204,0.1284,0.211
"FNBP1L",0.4492,11.9792,3.1034,0.001913,0.006199
"BCAR3",0.089,10.2058,0.4058,0.6849,0.7689
"DNTTIP2",0.2209,11.2106,1.5011,0.1333,0.2174
"GCLM",-0.1882,10.01,-0.9839,0.3251,0.44
"ABCA4",2.0121,7.4829,4.0136,5.98e-05,0.0003191
"ARHGAP29",-0.2912,11.8022,-1.1392,0.2546,0.3632
"ABCD3",0.4144,11.4739,2.4518,0.01421,0.03415
"F3",-0.7726,10.2554,-2.6341,0.008435,0.02189
"SLC44A3",0.1231,8.7552,0.4273,0.6692,0.7566
"CNN3",-0.0767,12.7772,-0.4151,0.6781,0.7642
"ALG14",0.3176,8.6823,2.169,0.03008,0.06391
"TMEM56",-0.5557,8.9076,-1.4424,0.1492,0.2377
"TMEM56-RWDD3",-0.3765,8.6991,-2.1569,0.03102,0.06553
"RWDD3",-0.2476,8.9106,-1.8848,0.05945,0.1122
"PTBP2",-0.1809,9.4669,-1.0708,0.2843,0.3963
"DPYD",-1.1414,10.2125,-4.7341,2.2e-06,1.762e-05
"SNX7",-0.1536,9.3747,-0.8552,0.3924,0.5073
"PLPPR4",-1.3853,7.4782,-4.6399,3.486e-06,2.667e-05
"PALMD",-2.095,10.8282,-6.4845,8.905e-11,2.054e-09
"FRRS1",0.0086,8.0778,0.0327,0.9739,0.9821
"AGL",0.3653,11.0411,1.5474,0.1218,0.2021
"SLC35A3",0.4695,10.7746,2.5143,0.01193,0.02939
"RP4-714D9.5",0.1233,11.2013,1.022,0.3068,0.4208
"MFSD14A",0.0728,10.9902,0.6701,0.5028,0.6134
"SASS6",0.9457,8.3891,5.4049,6.486e-08,7.816e-07
"TRMT13",-0.4194,8.9831,-2.7136,0.006657,0.01797
"LRRC39",-0.1422,7.3439,-0.7641,0.4448,0.559
"DBT",-0.3594,10.3627,-2.4518,0.01421,0.03415
"RTCA",0.4503,9.9099,2.7532,0.005901,0.01621
"CDC14A",-1.1933,8.7682,-3.9611,7.46e-05,0.0003857
"GPR88",-2.0309,6.0055,-5.7907,7.008e-09,1.07e-07
"VCAM1",-0.1552,9.8254,-0.4407,0.6594,0.749
"EXTL2",-0.4332,9.3114,-3.3696,0.0007529,0.002798
"SLC30A7",0.6899,10.3936,4.2934,1.76e-05,0.0001097
"DPH5",0.0252,9.5494,0.1975,0.8434,0.8918
"S1PR1",-1.9243,10.0963,-6.0986,1.07e-09,1.946e-08
"COL11A1",6.5381,9.6165,13.3182,1.814e-40,2.92e-36
"RNPC3",-0.36,9.2979,-1.2387,0.2155,0.3181
"AMY2B",-0.721,9.0341,-2.2705,0.02318,0.0515
"AMY2A",-0.8277,5.6607,-2.322,0.02023,0.04595
"AMY1A",0.4856,6.1949,0.9479,0.3432,0.4586
"AMY1C",-0.1914,5.8183,-0.404,0.6862,0.7702
"PRMT6",0.3572,9.3282,1.9726,0.04854,0.09498
"NTNG1",1.2635,6.1041,2.2713,0.02313,0.05143
"VAV3",1.0461,11.547,3.0534,0.002262,0.007141
"SLC25A24",0.5344,10.9431,3.833,0.0001266,0.0006094
"NBPF4",3.5368,6.5907,5.7392,9.51e-09,1.41e-07
"NBPF6",3.3611,6.5813,5.2874,1.24e-07,1.389e-06
"FAM102B",0.6233,10.8032,3.0553,0.002248,0.007102
"HENMT1",0.7518,8.7121,3.3289,0.0008717,0.003158
"PRPF38B",0.1879,10.9192,1.3603,0.1737,0.2686
"STXBP3",0.0282,10.7216,0.2641,0.7917,0.8528
"AKNAD1",0.0944,5.7335,0.2979,0.7658,0.833
"GPSM2",0.9971,10.6093,5.4826,4.191e-08,5.293e-07
"CLCC1",0.3039,10.7953,2.5275,0.01149,0.02845
"RP11-475E11.9",-0.1528,5.9238,-0.6605,0.509,0.6187
"WDR47",-0.1028,9.6136,-0.5501,0.5823,0.6842
"TAF13",0.0823,9.5836,0.3659,0.7145,0.7933
"TMEM167B",-0.142,11.0792,-1.1022,0.2704,0.381
"KIAA1324",0.2892,13.0181,0.6249,0.532,0.6396
"SARS",-0.0219,12.0031,-0.1677,0.8668,0.9083
"CELSR2",0.8086,11.9006,2.6315,0.008502,0.02204
"PSRC1",2.1022,7.9395,7.2961,2.962e-13,1.16e-11
"SORT1",0.2602,12.4464,1.293,0.196,0.2953
"PSMA5",0.6792,11.1322,3.8077,0.0001403,0.0006677
"SYPL2",-0.8253,6.5006,-2.3654,0.01801,0.0417
"ATXN7L2",0.0759,7.7935,0.323,0.7467,0.8182
"CYB561D1",-0.5238,9.2576,-3.12,0.001809,0.005912
"AMIGO1",-0.8233,9.109,-3.9583,7.549e-05,0.0003894
"GNAI3",0.4961,11.7463,4.3038,1.679e-05,0.0001052
"GNAT2",1.2428,5.6851,3.4867,0.0004891,0.001942
"AMPD2",0.2268,10.0612,1.6197,0.1053,0.1795
"GSTM4",-0.586,10.2535,-2.3029,0.02128,0.04791
"GSTM1",-0.3892,9.4488,-0.6498,0.5158,0.6248
"GSTM2",-1.2621,10.2347,-3.6493,0.000263,0.001143
"GSTM3",-0.3279,11.162,-0.93,0.3524,0.4676
"GSTM5",-2.9978,8.3707,-7.1348,9.691e-13,3.452e-11
"CSF1",-0.7253,10.9804,-3.2072,0.00134,0.004573
